0.10998376,0.192785392,1
0.189916895,0.1470275,1
0.049297926,0.079867077,1
0.111559406,0.12600707,1
0.246528098,0.164475102,1
0.086344966,0.068912578,1
0.11182235,0.111334673,1
0.105719887,0.138906601,1
0.081699372,0.148079593,1
0.064418507,0.115082034,1
0.145165211,0.132962247,1
0.166504904,0.12344009,1
0.151475827,0.180583897,1
0.091747737,0.062065461,1
0.128631737,0.114510101,1
0.099151016,0.104629913,1
0.093821846,0.162632966,1
0.183891016,0.175903447,1
0.104819773,0.188210634,1
0.112328114,0.214190583,1
-0.034482185,-0.11033405,2
-0.1772395,-0.157043507,2
-0.256681801,0.287382009,2
0.222484035,0.010608871,2
0.109302081,-0.019265935,2
0.544347535,-0.102993214,2
0.045099114,0.106102874,2
0.179723268,0.021549909,2
-0.388705446,-0.196648268,2
0.127820388,0.053865513,2
-0.132055223,0.032909545,2
-0.106919133,0.104527305,2
-0.22894507,0.129262834,2
0.105757139,0.069132245,2
0.059905887,0.107542285,2
-0.073727406,0.032240857,2
0.188901749,0.27626843,2
0.084828905,0.032523889,2
-0.126339064,-0.231442639,2
-0.103343296,0.30689123,2
0.066238437,0.055973704,3
0.056265214,0.127063562,3
0.063425317,0.140015159,3
0.109547938,0.142179834,3
0.033551113,0.077632767,3
0.033170632,0.107027169,3
0.083200101,0.063105525,3
0.150013639,0.088665198,3
0.127041415,0.116307178,3
0.038375387,0.046414723,3
0.079543234,0.02069493,3
0.106050158,0.013176747,3
0.158486584,0.052179389,3
0.161129079,0.056588224,3
0.028599877,0.078483362,3
0.078587985,-0.006794918,3
0.129901762,0.021234263,3
0.093995079,0.101954007,3
0.084116854,0.071274617,3
0.087098432,0.023779583,3
-0.083428425,-0.145538809,3
0.393232555,0.376777971,3
0.12974331,-0.169366021,3
0.076469512,0.379548675,3
-0.017925438,0.236797506,3
-0.117586294,0.215088758,3
-0.113953602,-0.169127193,3
-0.114164158,-0.096742356,3
-0.104921918,0.22546948,3
0.090916525,0.012464068,3
-0.140086391,-0.125971571,3
-0.076343818,-0.146729794,3
-0.012420629,0.171561493,3
-0.158883918,0.371265618,3
-0.1850699,0.057909234,3
0.5511582,0.255339514,3
0.026777586,-0.095938532,3
0.193731419,0.074708349,3
0.002243266,0.140791366,3
-0.020546908,0.608945824,3
0.046527397,0.128763961,4
0.257524501,0.152739244,4
0.17079084,-0.073132342,4
0.148389557,0.07199248,4
-0.096725003,0.102102274,4
0.03412454,0.196458731,4
-0.0266082,0.006978825,4
-0.04261095,0.032289604,4
0.090201178,-0.023174817,4
0.133037317,-0.070808279,4
-0.054798441,0.194115771,4
-0.051584747,0.091197471,4
20.01189239,20.09094018,4
20.21888733,20.20865884,4
20.01690922,19.82147645,4
20.29976616,20.11670662,4
20.10413273,20.04866005,4
20.10101084,20.03356242,4
0.092069464,0.009975326,4
-0.087020788,0.148783827,4
0.201974503,0.019125943,4
-0.075328976,0.114224131,4
